
id,log_message,2025-08-16 19:55:58,source,severity,anomaly_flag,anomaly_reason,target_label
4092,Linux dhclient: No DHCPOFFERS received,2025-06-04 10:03:13,dhclient,Error,True,DHCP fail,anomaly
4093,Windows Print Spooler: driver install failed 0x7e,2025-06-04 10:03:14,PrintSpooler,Error,True,install fail,anomaly
4094,"Postgres: relation ""orders"" does not exist",2025-06-04 10:03:15,postgres,Error,True,relation missing,anomaly
4095,Docker: failed to create shim context deadline exceeded,2025-06-04 10:03:16,Docker,Error,True,shim timeout,anomaly
4096,macOS coreaudiod: HALS_IOContext::StartIOProc failed,2025-06-04 10:03:17,coreaudiod,Error,True,HALS start fail,anomaly
4097,Linux systemd: Failed to start nginx.service unit not found,2025-06-04 10:03:18,systemd,Error,True,unit missing,anomaly
4098,Windows Defender: Real-time protection disabled,2025-06-04 10:03:19,Defender,Error,True,protection off,anomaly
4099,Linux kernel: BUG soft lockup CPU#8 stuck 48 s,2025-06-04 10:03:20,kernel,Error,True,soft lockup,anomaly
4100,macOS WindowServer: context assertion failed,2025-06-04 10:03:21,WindowServer,Error,True,context assert,anomaly
4101,AWS EC2: InsufficientInstanceCapacity,2025-06-04 10:03:22,EC2,Error,True,capacity,anomaly
4102,Docker: overlay mount permission denied,2025-06-04 10:03:23,Docker,Error,True,mount fail,anomaly
4103,Postfix: SASL authentication failure,2025-06-04 10:03:24,postfix,Error,True,SASL fail,anomaly
4104,Windows IIS: HTTP 400 Bad Request malformed host,2025-06-04 10:03:25,IIS,Error,True,malformed host,anomaly
4105,Linux sshd: max auth attempts exceeded for root,2025-06-04 10:03:26,sshd,Error,True,brute force,anomaly
4106,macOS kernel: Sandbox deny file-write-create,2025-06-04 10:03:27,mac-kernel,Error,True,sandbox deny,anomaly
4107,Redis: Out of memory allocating 20971520 bytes,2025-06-04 10:03:28,redis,Error,True,OOM,anomaly
4108,VMware vSphere: DRS migration failed VM busy,2025-06-04 10:03:29,vSphere,Error,True,vm busy,anomaly
4109,Azure Key Vault: 403 Forbidden access denied,2025-06-04 10:03:30,KeyVault,Error,True,access denied,anomaly
4110,Linux nginx: 502 Bad Gateway upstream unavailable,2025-06-04 10:03:31,nginx,Error,True,bad gateway,anomaly
4111,Windows EventLog: log corruption detected,2025-06-04 10:03:32,EventLog,Error,True,corruption,anomaly
4112,Postgres: deadlock detected,2025-06-04 10:03:33,postgres,Error,True,deadlock,anomaly
4113,macOS loginwindow: authentication failure for user peter,2025-06-04 10:03:34,loginwindow,Error,True,auth fail,anomaly
4114,AWS Lambda: runtime exited exit status 1,2025-06-04 10:03:35,Lambda,Error,True,exit 1,anomaly
4115,Linux dhclient: No DHCPOFFERS received,2025-06-04 10:03:36,dhclient,Error,True,DHCP fail,anomaly
4116,Windows Print Spooler: driver install failed 0x7e,2025-06-04 10:03:37,PrintSpooler,Error,True,install fail,anomaly
4117,"Postgres: relation ""orders"" does not exist",2025-06-04 10:03:38,postgres,Error,True,relation missing,anomaly
4118,Docker: failed to create shim context deadline exceeded,2025-06-04 10:03:39,Docker,Error,True,shim timeout,anomaly
4119,macOS coreaudiod: HALS_IOContext::StartIOProc failed,2025-06-04 10:03:40,coreaudiod,Error,True,HALS start fail,anomaly
4120,Linux systemd: Failed to start nginx.service unit not found,2025-06-04 10:03:41,systemd,Error,True,unit missing,anomaly
4121,Windows Defender: Real-time protection disabled,2025-06-04 10:03:42,Defender,Error,True,protection off,anomaly
4122,Linux kernel: BUG soft lockup CPU#9 stuck 49 s,2025-06-04 10:03:43,kernel,Error,True,soft lockup,anomaly
4123,macOS WindowServer: context assertion failed,2025-06-04 10:03:44,WindowServer,Error,True,context assert,anomaly
4124,AWS EC2: InsufficientInstanceCapacity,2025-06-04 10:03:45,EC2,Error,True,capacity,anomaly
4125,Docker: overlay mount permission denied,2025-06-04 10:03:46,Docker,Error,True,mount fail,anomaly
4126,Postfix: SASL authentication failure,2025-06-04 10:03:47,postfix,Error,True,SASL fail,anomaly
4127,Windows IIS: HTTP 400 Bad Request malformed host,2025-06-04 10:03:48,IIS,Error,True,malformed host,anomaly
4128,Linux sshd: max auth attempts exceeded for root,2025-06-04 10:03:49,sshd,Error,True,brute force,anomaly
4129,macOS kernel: Sandbox deny file-write-create,2025-06-04 10:03:50,mac-kernel,Error,True,sandbox deny,anomaly
4130,Redis: Out of memory allocating 20971520 bytes,2025-06-04 10:03:51,redis,Error,True,OOM,anomaly
4131,VMware vSphere: DRS migration failed VM busy,2025-06-04 10:03:52,vSphere,Error,True,vm busy,anomaly
4132,Azure Key Vault: 403 Forbidden access denied,2025-06-04 10:03:53,KeyVault,Error,True,access denied,anomaly
4133,Linux nginx: 502 Bad Gateway upstream unavailable,2025-06-04 10:03:54,nginx,Error,True,bad gateway,anomaly
4134,Windows EventLog: log corruption detected,2025-06-04 10:03:55,EventLog,Error,True,corruption,anomaly
4135,Postgres: deadlock detected,2025-06-04 10:03:56,postgres,Error,True,deadlock,anomaly
4136,macOS loginwindow: authentication failure for user steve,2025-06-04 10:03:57,loginwindow,Error,True,auth fail,anomaly
4137,AWS Lambda: runtime exited exit status 1,2025-06-04 10:03:58,Lambda,Error,True,exit 1,anomaly
4138,Linux dhclient: No DHCPOFFERS received,2025-06-04 10:03:59,dhclient,Error,True,DHCP fail,anomaly
4139,Windows Print Spooler: driver install failed 0x7e,2025-06-04 10:04:00,PrintSpooler,Error,True,install fail,anomaly
4140,"Postgres: relation ""orders"" does not exist",2025-06-04 10:04:01,postgres,Error,True,relation missing,anomaly
4141,Docker: failed to create shim context deadline exceeded,2025-06-04 10:04:02,Docker,Error,True,shim timeout,anomaly
4142,macOS coreaudiod: HALS_IOContext::StartIOProc failed,2025-06-04 10:04:03,coreaudiod,Error,True,HALS start fail,anomaly
4143,Linux systemd: Failed to start nginx.service unit not found,2025-06-04 10:04:04,systemd,Error,True,unit missing,anomaly
4144,Windows Defender: Real-time protection disabled,2025-06-04 10:04:05,Defender,Error,True,protection off,anomaly
4145,Linux kernel: BUG soft lockup CPU#10 stuck 50 s,2025-06-04 10:04:06,kernel,Error,True,soft lockup,anomaly
4146,macOS WindowServer: context assertion failed,2025-06-04 10:04:07,WindowServer,Error,True,context assert,anomaly
4147,AWS EC2: InsufficientInstanceCapacity,2025-06-04 10:04:08,EC2,Error,True,capacity,anomaly
4148,Docker: overlay mount permission denied,2025-06-04 10:04:09,Docker,Error,True,mount fail,anomaly
4149,Postfix: SASL authentication failure,2025-06-04 10:04:10,postfix,Error,True,SASL fail,anomaly
4150,Linux kernel: BUG soft lockup CPU#9 stuck 49 s,2025-06-04 10:05:00,kernel,Error,True,soft lockup,anomaly
4151,macOS WindowServer: context assertion failed,2025-06-04 10:05:01,WindowServer,Error,True,context assert,anomaly
4152,AWS EC2: InsufficientInstanceCapacity,2025-06-04 10:05:02,EC2,Error,True,capacity,anomaly
4153,Docker: overlay mount permission denied,2025-06-04 10:05:03,Docker,Error,True,mount fail,anomaly
4154,Postfix: SASL authentication failure,2025-06-04 10:05:04,postfix,Error,True,SASL fail,anomaly
4155,Windows IIS: HTTP 400 Bad Request malformed host,2025-06-04 10:05:05,IIS,Error,True,malformed host,anomaly
4156,Linux sshd: max auth attempts exceeded for root,2025-06-04 10:05:06,sshd,Error,True,brute force,anomaly
4157,macOS kernel: Sandbox deny file-write-create,2025-06-04 10:05:07,mac-kernel,Error,True,sandbox deny,anomaly
4158,Redis: Out of memory allocating 20971520 bytes,2025-06-04 10:05:08,redis,Error,True,OOM,anomaly
4159,VMware vSphere: DRS migration failed VM busy,2025-06-04 10:05:09,vSphere,Error,True,vm busy,anomaly
4160,Azure Key Vault: 403 Forbidden access denied,2025-06-04 10:05:10,KeyVault,Error,True,access denied,anomaly
4161,Linux nginx: 502 Bad Gateway upstream unavailable,2025-06-04 10:05:11,nginx,Error,True,bad gateway,anomaly
4162,Windows EventLog: log corruption detected,2025-06-04 10:05:12,EventLog,Error,True,corruption,anomaly
4163,Postgres: deadlock detected,2025-06-04 10:05:13,postgres,Error,True,deadlock,anomaly
4164,macOS loginwindow: authentication failure for user quinn,2025-06-04 10:05:14,loginwindow,Error,True,auth fail,anomaly
4165,AWS Lambda: runtime exited exit status 1,2025-06-04 10:05:15,Lambda,Error,True,exit 1,anomaly
4166,Linux dhclient: No DHCPOFFERS received,2025-06-04 10:05:16,dhclient,Error,True,DHCP fail,anomaly
4167,Windows Print Spooler: driver install failed 0x7e,2025-06-04 10:05:17,PrintSpooler,Error,True,install fail,anomaly
4168,"Postgres: relation ""orders"" does not exist",2025-06-04 10:05:18,postgres,Error,True,relation missing,anomaly
4169,Docker: failed to create shim context deadline exceeded,2025-06-04 10:05:19,Docker,Error,True,shim timeout,anomaly
4170,macOS coreaudiod: HALS_IOContext::StartIOProc failed,2025-06-04 10:05:20,coreaudiod,Error,True,HALS start fail,anomaly
4171,Linux systemd: Failed to start nginx.service unit not found,2025-06-04 10:05:21,systemd,Error,True,unit missing,anomaly
4172,Windows Defender: Real-time protection disabled,2025-06-04 10:05:22,Defender,Error,True,protection off,anomaly
4173,Linux kernel: BUG soft lockup CPU#10 stuck 50 s,2025-06-04 10:05:23,kernel,Error,True,soft lockup,anomaly
4174,macOS WindowServer: context assertion failed,2025-06-04 10:05:24,WindowServer,Error,True,context assert,anomaly
4175,AWS EC2: InsufficientInstanceCapacity,2025-06-04 10:05:25,EC2,Error,True,capacity,anomaly
4176,Docker: overlay mount permission denied,2025-06-04 10:05:26,Docker,Error,True,mount fail,anomaly
4177,Postfix: SASL authentication failure,2025-06-04 10:05:27,postfix,Error,True,SASL fail,anomaly
4178,Windows IIS: HTTP 400 Bad Request malformed host,2025-06-04 10:05:28,IIS,Error,True,malformed host,anomaly
4179,Linux sshd: max auth attempts exceeded for root,2025-06-04 10:05:29,sshd,Error,True,brute force,anomaly
4180,macOS kernel: Sandbox deny file-write-create,2025-06-04 10:05:30,mac-kernel,Error,True,sandbox deny,anomaly
4181,Redis: Out of memory allocating 20971520 bytes,2025-06-04 10:05:31,redis,Error,True,OOM,anomaly
4182,VMware vSphere: DRS migration failed VM busy,2025-06-04 10:05:32,vSphere,Error,True,vm busy,anomaly
4183,Azure Key Vault: 403 Forbidden access denied,2025-06-04 10:05:33,KeyVault,Error,True,access denied,anomaly
4184,Linux nginx: 502 Bad Gateway upstream unavailable,2025-06-04 10:05:34,nginx,Error,True,bad gateway,anomaly
4185,Windows EventLog: log corruption detected,2025-06-04 10:05:35,EventLog,Error,True,corruption,anomaly
4186,Postgres: deadlock detected,2025-06-04 10:05:36,postgres,Error,True,deadlock,anomaly
4187,macOS loginwindow: authentication failure for user ryan,2025-06-04 10:05:37,loginwindow,Error,True,auth fail,anomaly
4188,AWS Lambda: runtime exited exit status 1,2025-06-04 10:05:38,Lambda,Error,True,exit 1,anomaly
4189,Linux dhclient: No DHCPOFFERS received,2025-06-04 10:05:39,dhclient,Error,True,DHCP fail,anomaly
4190,Windows Print Spooler: driver install failed 0x7e,2025-06-04 10:05:40,PrintSpooler,Error,True,install fail,anomaly
4191,"Postgres: relation ""orders"" does not exist",2025-06-04 10:05:41,postgres,Error,True,relation missing,anomaly
4192,Docker: failed to create shim context deadline exceeded,2025-06-04 10:05:42,Docker,Error,True,shim timeout,anomaly
4193,macOS coreaudiod: HALS_IOContext::StartIOProc failed,2025-06-04 10:05:43,coreaudiod,Error,True,HALS start fail,anomaly
4194,Linux systemd: Failed to start nginx.service unit not found,2025-06-04 10:05:44,systemd,Error,True,unit missing,anomaly
4195,Windows Defender: Real-time protection disabled,2025-06-04 10:05:45,Defender,Error,True,protection off,anomaly
4196,Linux kernel: BUG soft lockup CPU#11 stuck 51 s,2025-06-04 10:05:46,kernel,Error,True,soft lockup,anomaly
4197,macOS WindowServer: context assertion failed,2025-06-04 10:05:47,WindowServer,Error,True,context assert,anomaly
4198,AWS EC2: InsufficientInstanceCapacity,2025-06-04 10:05:48,EC2,Error,True,capacity,anomaly
4199,Docker: overlay mount permission denied,2025-06-04 10:05:49,Docker,Error,True,mount fail,anomaly
4200,Chrony daemon failed to sync with NTP server ntp.ubuntu.com,2025-07-05 01:00:00,Chrony,Error,True,ntp sync fail,anomaly
4201,Netdata collector for CPU usage stalled,2025-07-05 01:00:01,Netdata,Error,True,collector stall,anomaly
4202,OpenVPN client disconnected due to AUTH_FAILED,2025-07-05 01:00:02,OpenVPN,Error,True,auth failure,anomaly
4203,StrongSwan IKE_SA rekey failed due to network error,2025-07-05 01:00:03,StrongSwan,Error,True,rekey fail,anomaly
4204,WireGuard handshake completed successfully,2025-07-05 01:00:04,WireGuard,Information,False,handshake OK,normal
4205,SoftEther VPN hub “DEFAULT” session limit exceeded,2025-07-05 01:00:05,SoftEther,Error,True,session limit,anomaly
4206,FortiClient SSL-VPN tunnel established,2025-07-05 01:00:06,FortiClient,Information,False,tunnel up,normal
4207,Pritunl server certificate verification failed,2025-07-05 01:00:07,Pritunl,Error,True,cert verify fail,anomaly
4208,AWS Client VPN endpoint connection lost,2025-07-05 01:00:08,AWS Client VPN,Error,True,conn lost,anomaly
4209,Azure VPN Gateway BGP peer down,2025-07-05 01:00:09,Azure VPN GW,Error,True,BGP down,anomaly
4210,Google Cloud VPN tunnel “tunnel-1” status green,2025-07-05 01:00:10,GCP VPN,Information,False,tunnel OK,normal
4211,Oracle Cloud IPSec tunnel negotiation failed,2025-07-05 01:00:11,OCI IPSec,Error,True,negotiation fail,anomaly
4212,Aliyun VPN connection restored,2025-07-05 01:00:12,Aliyun VPN,Information,False,conn restored,normal
4213,Tailscale node key expired,2025-07-05 01:00:13,Tailscale,Error,True,key expired,anomaly
4214,ZeroTier network member authentication succeeded,2025-07-05 01:00:14,ZeroTier,Information,False,auth OK,normal
4215,Hamachi client login failed,2025-07-05 01:00:15,Hamachi,Error,True,login fail,anomaly
4216,Parsec peer connection established,2025-07-05 01:00:16,Parsec,Information,False,peer OK,normal
4217,AnyDesk session terminated by network error,2025-07-05 01:00:17,AnyDesk,Error,True,net error,anomaly
4218,TeamViewer remote reboot initiated,2025-07-05 01:00:18,TeamViewer,Information,False,reboot OK,normal
4219,RustDesk key exchange failed,2025-07-05 01:00:19,RustDesk,Error,True,key exchange fail,anomaly
4220,Chrome Remote Desktop host offline,2025-07-05 01:00:20,CRD,Error,True,host offline,anomaly
4221,Remmina RDP connection timeout,2025-07-05 01:00:21,Remmina,Error,True,timeout,anomaly
4222,NoMachine session resumed,2025-07-05 01:00:22,NoMachine,Information,False,session resume,normal
4223,VNC server authentication bypass detected,2025-07-05 01:00:23,VNC,Error,True,auth bypass,anomaly
4224,X2Go client disconnected,2025-07-05 01:00:24,X2Go,Information,False,disconnect OK,normal
4225,SPICE proxy connection error,2025-07-05 01:00:25,SPICE,Error,True,proxy error,anomaly
4226,QEMU VNC port 5900 blocked by firewall,2025-07-05 01:00:26,QEMU,Error,True,port blocked,anomaly
4227,VMware Tools upgrade completed,2025-07-05 01:00:27,VMware Tools,Information,False,upgrade OK,normal
4228,VirtualBox Guest Additions kernel module build failed,2025-07-05 01:00:28,VirtualBox,Error,True,module build fail,anomaly
4229,Parallels Tools installed successfully,2025-07-05 01:00:29,Parallels Tools,Information,False,install OK,normal
4230,Hyper-V Integration Services outdated,2025-07-05 01:00:30,Hyper-V,Error,True,services outdated,anomaly
4231,KVM virtio driver loaded,2025-07-05 01:00:31,KVM,Information,False,driver loaded,normal
4232,Xen hypervisor syslog flooded,2025-07-05 01:00:32,Xen,Error,True,syslog flood,anomaly
4233,bhyve VM reboot loop detected,2025-07-05 01:00:33,bhyve,Error,True,reboot loop,anomaly
4234,OpenVZ container quota exceeded,2025-07-05 01:00:34,OpenVZ,Error,True,quota exceed,anomaly
4235,LXC container start failed,2025-07-05 01:00:35,LXC,Error,True,start fail,anomaly
4236,systemd-nspawn container exited 0,2025-07-05 01:00:36,systemd-nspawn,Information,False,exit OK,normal
4237,Docker Swarm manager leader changed,2025-07-05 01:00:37,Swarm,Information,False,leader change,normal
4238,Kubernetes API server certificate renewed,2025-07-05 01:00:38,K8s API,Information,False,cert renew OK,normal
4239,Kubelet image garbage collection failed,2025-07-05 01:00:39,Kubelet,Error,True,gc failed,anomaly
4240,containerd snapshotter error,2025-07-05 01:00:40,containerd,Error,True,snapshotter error,anomaly
4241,CRI-O runtime network setup timeout,2025-07-05 01:00:41,CRI-O,Error,True,net timeout,anomaly
4242,runc exec failed with permission denied,2025-07-05 01:00:42,runc,Error,True,exec perm deny,anomaly
4243,Podman pod restart completed,2025-07-05 01:00:43,Podman,Information,False,pod restart OK,normal
4244,OpenShift cluster autoscaler triggered,2025-07-05 01:00:44,OpenShift,Information,False,autoscaler OK,normal
4245,gVisor sandbox kill failed,2025-07-05 01:00:43,gVisor,Error,True,kill fail,anomaly
4246,Kata Containers shutdown error,2025-07-05 01:00:44,Kata,Error,True,shutdown error,anomaly
4247,Firecracker microVM boot completed,2025-07-05 01:00:45,Firecracker,Information,False,boot OK,normal
4248,Podman pod start failed,2025-07-05 01:00:46,Podman,Error,True,pod start fail,anomaly
4249,Buildah push unauthorized,2025-07-05 01:00:47,Buildah,Error,True,push auth fail,anomaly
4250,Skopeo copy completed,2025-07-05 01:00:48,Skopeo,Information,False,copy OK,normal
4251,Clair scan timeout,2025-07-05 01:00:49,Clair,Error,True,scan timeout,anomaly
4252,Trivy found 0 criticals,2025-07-05 01:00:50,Trivy,Information,False,scan OK,normal
4253,Syft SBOM generated,2025-07-05 01:00:51,Syft,Information,False,SBOM OK,normal
4254,Grype report exported,2025-07-05 01:00:52,Grype,Information,False,report OK,normal
4255,Anchore policy violation,2025-07-05 01:00:53,Anchore,Error,True,policy violation,anomaly
4256,Snyk monitor enabled,2025-07-05 01:00:54,Snyk,Information,False,monitor OK,normal
4257,Harbor replication OK,2025-07-05 01:00:55,Harbor,Information,False,replication OK,normal
4258,Quay robot account created,2025-07-05 01:00:56,Quay,Information,False,account OK,normal
4259,Artifactory push failed,2025-07-05 01:00:57,Artifactory,Error,True,push fail,anomaly
4260,Nexus repository offline,2025-07-05 01:00:58,Nexus,Error,True,repo offline,anomaly
4261,GitLab Registry GC completed,2025-07-05 01:00:59,GitLab Registry,Information,False,GC OK,normal
4262,GitHub Packages publish rate-limited,2025-07-05 01:01:00,GitHub Packages,Error,True,rate limit,anomaly
4263,AWS ECR lifecycle policy executed,2025-07-05 01:01:01,AWS ECR,Information,False,policy OK,normal
4264,Azure ACR replication failed,2025-07-05 01:01:02,Azure ACR,Error,True,replication fail,anomaly
4265,GCP Artifact Registry tag deleted,2025-07-05 01:01:03,GCP AR,Information,False,tag delete,normal
4266,Aliyun ACR scan completed,2025-07-05 01:01:04,Aliyun ACR,Information,False,scan OK,normal
4267,JFrog Xray policy violation found,2025-07-05 01:01:05,JFrog Xray,Error,True,policy violation,anomaly
4268,Black Duck scan queued,2025-07-05 01:01:06,Black Duck,Information,False,scan queued,normal
4269,Fossa license scan failed,2025-07-05 01:01:07,Fossa,Error,True,scan fail,anomaly
4270,Checkmarx SAST scan error,2025-07-05 01:01:08,Checkmarx,Error,True,SAST error,anomaly
4271,Veracode upload presigned URL expired,2025-07-05 01:01:09,Veracode,Error,True,URL expired,anomaly
4272,Contrast Assess scan completed,2025-07-05 01:01:10,Contrast,Information,False,scan OK,normal
4273,WhiteSource update available,2025-07-05 01:01:11,WhiteSource,Information,False,update OK,normal
4274,SonarCloud quality gate passed,2025-07-05 01:01:12,SonarCloud,Information,False,gate pass,normal
4275,Codecov report upload failed,2025-07-05 01:01:13,Codecov,Error,True,upload fail,anomaly
4276,Coveralls build successful,2025-07-05 01:01:14,Coveralls,Information,False,build OK,normal
4277,Better Code Hub score improved,2025-07-05 01:01:15,Better Code Hub,Information,False,score up,normal
4278,LGTM alert resolved,2025-07-05 01:01:16,LGTM,Information,False,alert resolved,normal
4279,Deepsource autofix applied,2025-07-05 01:01:17,Deepsource,Information,False,autofix OK,normal
4280,Gosec scan error,2025-07-05 01:01:18,Gosec,Error,True,scan error,anomaly
4281,Bandit Python scan OK,2025-07-05 01:01:19,Bandit,Information,False,scan OK,normal
4282,Semgrep rule parse error,2025-07-05 01:01:20,Semgrep,Error,True,parse error,anomaly
4283,ESLint config loaded,2025-07-05 01:01:21,ESLint,Information,False,config OK,normal
4284,Prettier format completed,2025-07-05 01:01:22,Prettier,Information,False,format OK,normal
4285,Black formatter check failed,2025-07-05 01:01:23,Black,Error,True,format check fail,anomaly
4286,isort import sort OK,2025-07-05 01:01:24,isort,Information,False,sort OK,normal
4287,mypy type check passed,2025-07-05 01:01:25,mypy,Information,False,type OK,normal
4288,pylint score too low,2025-07-05 01:01:26,pylint,Error,True,score low,anomaly
4289,flake8 lint OK,2025-07-05 01:01:27,flake8,Information,False,lint OK,normal
4290,ESLint config loaded successfully,2025-07-05 01:01:27,ESLint,Information,False,config OK,normal
4291,Prettier format completed successfully,2025-07-05 01:01:28,Prettier,Information,False,format OK,normal
4292,Black formatter check failed due to syntax error,2025-07-05 01:01:29,Black,Error,True,format check fail,anomaly
4293,isort import sort completed successfully,2025-07-05 01:01:30,isort,Information,False,sort OK,normal
4294,mypy type check passed,2025-07-05 01:01:31,mypy,Information,False,type OK,normal
4295,pylint score too low (2.5/10),2025-07-05 01:01:32,pylint,Error,True,score low,anomaly
4296,flake8 lint completed successfully,2025-07-05 01:01:33,flake8,Information,False,lint OK,normal
4297,yapf reformat completed successfully,2025-07-05 01:01:34,yapf,Information,False,reformat OK,normal
4298,ruff check completed successfully,2025-07-05 01:01:35,ruff,Information,False,check OK,normal
4299,terraform fmt failed due to syntax error,2025-07-05 01:01:36,Terraform,Error,True,fmt fail,anomaly
4300,ansible-lint completed successfully,2025-07-05 01:01:37,ansible-lint,Information,False,lint OK,normal
4301,cfn-lint template validation passed,2025-07-05 01:01:38,cfn-lint,Information,False,template OK,normal
4302,packer validate failed due to missing template,2025-07-05 01:01:39,Packer,Error,True,validate error,anomaly
4303,vagrant up completed successfully,2025-07-05 01:01:40,Vagrant,Information,False,up OK,normal
4304,docker-compose build failed due to missing Dockerfile,2025-07-05 01:01:41,Docker Compose,Error,True,build fail,anomaly
4305,helm lint completed successfully,2025-07-05 01:01:42,Helm,Information,False,lint OK,normal
4306,kubectl apply completed successfully,2025-07-05 01:01:43,kubectl,Information,False,apply OK,normal
4307,skaffold dev loop failed due to network error,2025-07-05 01:01:44,Skaffold,Error,True,dev loop error,anomaly
4308,tilt up completed successfully,2025-07-05 01:01:45,Tilt,Information,False,up OK,normal
4309,argo cd app synced successfully,2025-07-05 01:01:46,Argo CD,Information,False,app synced,normal
4310,flux reconcile failed due to timeout,2025-07-05 01:01:47,Flux,Error,True,reconcile fail,anomaly
4311,spinnaker pipeline started successfully,2025-07-05 01:01:48,Spinnaker,Information,False,pipeline start,normal
4312,jenkins job queued successfully,2025-07-05 01:01:49,Jenkins,Information,False,job queued,normal
4313,gitlab ci build failed due to script error,2025-07-05 01:01:50,GitLab CI,Error,True,build fail,anomaly
4314,github actions workflow skipped due to no changes,2025-07-05 01:01:51,GitHub Actions,Information,False,workflow skip,normal
4315,azure devops pipeline canceled due to user request,2025-07-05 01:01:52,Azure DevOps,Error,True,pipeline cancel,anomaly
4316,circleci job completed successfully,2025-07-05 01:01:53,CircleCI,Information,False,job OK,normal
4317,travis build error due to missing dependencies,2025-07-05 01:01:54,Travis,Error,True,build error,anomaly
4318,teamcity build triggered successfully,2025-07-05 01:01:55,TeamCity,Information,False,build triggered,normal
4319,bamboo deployment failed due to artifact error,2025-07-05 01:01:56,Bamboo,Error,True,deploy fail,anomaly
4320,drone build completed successfully,2025-07-05 01:01:57,Drone,Information,False,build OK,normal
4321,buildkite agent lost connection,2025-07-05 01:01:58,Buildkite,Error,True,agent lost,anomaly
4322,semaphore build passed successfully,2025-07-05 01:01:59,Semaphore,Information,False,build pass,normal
4323,codefresh pipeline error due to resource limit,2025-07-05 01:02:00,CodeFresh,Error,True,pipeline error,anomaly
4324,wercker build completed successfully,2025-07-05 01:02:01,Wercker,Information,False,build OK,normal
4325,buddy pipeline failed due to script error,2025-07-05 01:02:02,Buddy,Error,True,pipeline fail,anomaly
4326,bitbucket pipeline started successfully,2025-07-05 01:02:03,Bitbucket,Information,False,pipeline start,normal
4327,launchdarkly feature flag toggled successfully,2025-07-05 01:02:04,LaunchDarkly,Information,False,flag toggle,normal
4328,optimizely experiment activated successfully,2025-07-05 01:02:05,Optimizely,Information,False,experiment OK,normal
4329,split feature flag error due to invalid configuration,2025-07-05 01:02:06,Split,Error,True,flag error,anomaly
4330,unleash toggle enabled successfully,2025-07-05 01:02:07,Unleash,Information,False,toggle OK,normal
4331,growthbook feature disabled successfully,2025-07-05 01:02:08,GrowthBook,Information,False,feature off,normal
4332,flagsmith segment updated successfully,2025-07-05 01:02:09,Flagsmith,Information,False,segment OK,normal
4333,rollout flag evaluated successfully,2025-07-05 01:02:10,Rollout,Information,False,flag eval OK,normal
4334,harness flag error due to invalid configuration,2025-07-05 01:02:10,Harness,Error,True,flag error,anomaly
4335,cloudbees management completed successfully,2025-07-05 01:02:11,CloudBees,Information,False,mgmt OK,normal
4336,firebase remote config fetch failed due to network error,2025-07-05 01:02:12,Firebase,Error,True,config fetch error,anomaly
4337,aws appconfig deploy completed successfully,2025-07-05 01:02:13,AWS AppConfig,Information,False,deploy OK,normal
4338,azure app config update completed successfully,2025-07-05 01:02:14,Azure App Config,Information,False,update OK,normal
4339,google runtime config error due to invalid parameters,2025-07-05 01:02:15,Google Runtime,Error,True,config error,anomaly
4340,consul kv put completed successfully,2025-07-05 01:02:16,Consul,Information,False,kv OK,normal
4341,etcd put failed due to timeout,2025-07-05 01:02:17,Etcd,Error,True,put timeout,anomaly
4342,zookeeper node created successfully,2025-07-05 01:02:18,Zookeeper,Information,False,node OK,normal
4343,redis key expired successfully,2025-07-05 01:02:19,Redis,Information,False,key expire,normal
4344,dynamodb throttle detected,2025-07-05 01:02:20,DynamoDB,Error,True,throttle,anomaly
4345,cosmos query completed successfully,2025-07-05 01:02:21,Cosmos DB,Information,False,query OK,normal
4346,firestore write failed due to permission error,2025-07-05 01:02:22,Firestore,Error,True,write error,anomaly
4347,spanner tx completed successfully,2025-07-05 01:02:23,Cloud Spanner,Information,False,tx OK,normal
4348,aurora failover completed successfully,2025-07-05 01:02:24,Aurora,Information,False,failover OK,normal
4349,aurora lag error detected,2025-07-05 01:02:25,Aurora PG,Error,True,replica lag,anomaly
4350,sql backup failed due to disk space,2025-07-05 01:02:26,SQL Server,Error,True,backup fail,anomaly
4351,mysql replication completed successfully,2025-07-05 01:02:27,MySQL,Information,False,replication OK,normal
4352,postgres vacuum completed successfully,2025-07-05 01:02:28,PostgreSQL,Information,False,vacuum OK,normal
4353,oracle rman backup completed successfully,2025-07-05 01:02:29,Oracle RMAN,Information,False,backup OK,normal
4354,mongo oplog shrink detected,2025-07-05 01:02:30,MongoDB,Error,True,oplog shrink,anomaly
4355,redis failover completed successfully,2025-07-05 01:02:31,Redis Cluster,Information,False,failover OK,normal
4356,cassandra repair failed due to network error,2025-07-05 01:02:32,Cassandra,Error,True,repair error,anomaly
4357,es write block detected,2025-07-05 01:02:33,ES,Error,True,write block,anomaly
4358,solr reload completed successfully,2025-07-05 01:02:34,Solr,Information,False,reload OK,normal
4359,opensearch restore completed successfully,2025-07-05 01:02:35,OpenSearch,Information,False,snapshot OK,normal
4360,meilisearch index error detected,2025-07-05 01:02:36,Meilisearch,Error,True,index error,anomaly
4361,typesense collection created successfully,2025-07-05 01:02:37,Typesense,Information,False,collection OK,normal
4362,algolia delete completed successfully,2025-07-05 01:02:38,Algolia,Information,False,index delete,normal
4363,weaviate schema updated successfully,2025-07-05 01:02:39,Weaviate,Information,False,schema OK,normal
